IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
A1AG1	0.313088632842159	0.950974549754525	74.57	0
A1AT	0.5382073239120306	0.9869940333762153	31.03	0
A1BG	0.3170593385318079	0.950974549754525	33.75	0
A2MG	0.16988095509611076	0.950974549754525	55.04	0
A4	0.3320708952917909	0.950974549754525	-57.43005906831094	0
AACT	0.1589355001299259	0.950974549754525	100.33000000000001	0
AEBP1	0.4802246178534949	0.9817906913633042	-44.51440770677138	0
AGRIN	0.26551840291790424	0.950974549754525	13.260000000000005	0
AMBP	0.7840834752365955	0.9869940333762153	-11.689999999999998	0
ANGI	0.863295213762302	0.9869940333762153	9.570000000000007	0
ANT3	0.39699573847119163	0.950974549754525	41.97	0
ANXA2	0.2706287906674891	0.950974549754525	-31.33	0
ANXA5	0.822066268974378	0.9869940333762153	-8.280000000000001	0
APOA1	0.8447513609350787	0.9869940333762153	-11.920000000000002	0
APOA2	0.6484326704337621	0.9869940333762153	-16.239999999999995	0
APOA4	0.8293134010086333	0.9869940333762153	-15.709999999999994	0
APOC1	0.3987848344185866	0.950974549754525	18.010000000000005	0
APOC3	0.8652471643697317	0.9869940333762153	5.200000000000003	0
APOE	0.5896230568937508	0.9869940333762153	44.83053975837839	0
APOH	0.6334382101318317	0.9869940333762153	14.060000000000002	0
ASPN	0.8190859386128048	0.9869940333762153	15.88000000000001	0
B2MG	0.02791610906431971	0.950974549754525	45.370000000000005	0
BCAM	0.2602892843224739	0.950974549754525	41.88000000000001	0
BGH3	0.692719700915575	0.9869940333762153	29.810000000000002	0
CAD13	0.5466933682772852	0.9869940333762153	34.02999999999999	0
CAN1	0.39500780271947344	0.950974549754525	13.72999999999999	0
CATB	0.9104915892492293	0.9869940333762153	-4.709999999999994	0
CATD	0.4526071001522106	0.9685289180665839	-43.22	0
CATG	0.3364235855474713	0.950974549754525	28.42	0
CCL18	0.9924744076242947	0.9924744076242947	0.6507874701050724	0
CD44	0.7504580805278518	0.9869940333762153	14.071399516647602	0
CERU	0.31497756116459574	0.950974549754525	81.92999999999999	0
CFAB	0.9588370718631865	0.9869940333762153	-4.261300849969146	0
CFAD	0.8754985018328738	0.9869940333762153	14.512091471480261	0
CFAH	0.6389862797143826	0.9869940333762153	24.769999999999996	0
CLUS	0.7390443339270238	0.9869940333762153	-21.22	0
CMA1	0.04715672511783248	0.950974549754525	84.61	0
CNN2	0.12042257621173397	0.950974549754525	-75.24552665416697	0
CO1A1	0.7764907229887252	0.9869940333762153	9.909999999999997	0
CO1A2	0.8091412683347243	0.9869940333762153	6.989999999999995	0
CO2A1	0.9114388986129751	0.9869940333762153	-3.319999999999993	0
CO3	0.5242496516021153	0.9869940333762153	36.34	0
CO3A1	0.23583173274312114	0.950974549754525	28.620000000000005	0
CO4A1	0.5561689659695883	0.9869940333762153	20.14	0
CO4A2	0.6549390957054249	0.9869940333762153	12.670000000000002	0
CO5A1	0.9915682219744265	0.9924744076242947	0.2499999999999858	0
CO5A2	0.8767155482587787	0.9869940333762153	5.010000000000005	0
CO5A3	0.556224631724488	0.9869940333762153	35.55720809781543	0
CO6	0.9016077926588432	0.9869940333762153	-9.260000000000005	0
CO6A1	0.9195392421739341	0.9869940333762153	7.679999999999993	0
CO6A2	0.9675153535983638	0.9869940333762153	3.6599999999999966	0
CO6A3	0.9842318656102231	0.9924744076242947	1.769999999999996	0
CO8A1	0.3454238105621653	0.950974549754525	26.040000000000006	0
CO8A2	0.6624540843992113	0.9869940333762153	18.260000000000005	0
CO9	0.6699094811774041	0.9869940333762153	-39.03999999999999	0
COCA1	0.19188314635086015	0.950974549754525	28.30000000000001	0
COEA1	0.7594788715480743	0.9869940333762153	-13.320000000000007	0
COFA1	0.96947036510724	0.9869940333762153	0.7199999999999989	0
COGA1	0.7545836132712971	0.9869940333762153	-8.800000000000011	0
COIA1	0.24646000431469967	0.950974549754525	-27.129999999999995	0
COMP	0.7065735295999137	0.9869940333762153	-28.751381185861945	0
CRAC1	0.18694265287945971	0.950974549754525	54.59	0
CSPG2	0.3346769477721635	0.950974549754525	-56.030000000000015	0
CTGF	0.18609998980032114	0.950974549754525	-41.50999999999999	0
CYTC	0.8855935504648142	0.9869940333762153	4.849999999999994	0
DAG1	0.06442218329687258	0.950974549754525	71.38	0
DEF1	0.4063513097819519	0.950974549754525	-34.72999999999999	0
DERM	0.052490486502363154	0.950974549754525	34.150000000000006	0
EDIL3	0.8922107859490036	0.9869940333762153	-8.980042807471179	0
ELN	0.8464526558916109	0.9869940333762153	-7.699999999999989	0
EMIL1	0.4233167755900372	0.9685289180665839	-16.200000000000003	0
FBLN3	0.5154207946948361	0.9869940333762153	-44.92	0
FBN1	0.8893141238759481	0.9869940333762153	-5.25	0
FGF2	0.45491509787975914	0.9685289180665839	-28.560000000000002	0
FGL2	0.20397319730518781	0.950974549754525	-81.82	0
FHR1	0.639867000491038	0.9869940333762153	-34.14999999999999	0
FIBA	0.34661217991894666	0.950974549754525	64.19999999999999	0
FIBB	0.22691649503511416	0.950974549754525	79.59000000000002	0
FIBG	0.2607094619358495	0.950974549754525	52.84	0
FINC	0.4509316953748367	0.9685289180665839	-9.659999999999997	0
FMOD	0.5295243379017951	0.9869940333762153	-20.319999999999993	0
GDF10	0.2367108192605769	0.950974549754525	85.64000000000001	0
GELS	0.48097826799111365	0.9817906913633042	-19.97999999999999	0
HEMO	0.9379591616927221	0.9869940333762153	-3.8299999999999983	0
HPLN1	0.3846198774360857	0.950974549754525	-90.30000000000001	0
HPT	0.39019965955101865	0.950974549754525	41.78	0
HRG	0.9711733630682624	0.9869940333762153	2.0595809970351695	0
HS71B	0.31534954523311404	0.950974549754525	-20.700000000000003	0
HSP7C	0.19462964193054863	0.950974549754525	-30.489999999999995	0
HSPB1	0.227772559302216	0.950974549754525	-31.730000000000004	0
HSPB6	0.5144714720785188	0.9869940333762153	25.47	0
HTRA1	0.9340847510048387	0.9869940333762153	4.670000000000002	0
IBP5	0.6478772940064668	0.9869940333762153	21.179999999999993	0
IBP7	0.25272709932913356	0.950974549754525	-66.55	0
IC1	0.6101738301837347	0.9869940333762153	-28.060000000000002	0
IGHA1	0.897134686120737	0.9869940333762153	7.713010533667884	0
IGHG1	0.5955528928194558	0.9869940333762153	53.69999999999999	0
IGHG2	0.5044416801644978	0.9869940333762153	-30.41000000000001	0
IGHG3	0.7940802728865916	0.9869940333762153	-14.879999999999995	0
IGHG4	0.8658474030661081	0.9869940333762153	4.590000000000003	0
IGKC	0.5723160805940217	0.9869940333762153	47.14	0
IGLL5	0.8930816695837236	0.9869940333762153	-7.150000000000006	0
ILEU	0.12866676760068885	0.950974549754525	67.90960224104727	0
ITIH1	0.0836812080919064	0.950974549754525	-75.04000000000002	0
ITIH2	0.5322536198528327	0.9869940333762153	-26.269999999999996	0
ITIH5	0.7291525156578116	0.9869940333762153	-17.749715208474882	0
KNG1	0.6081845879493948	0.9869940333762153	29.14999999999999	0
KV320	0.5350282832638347	0.9869940333762153	-45.13000000000001	0
KVD40	0.4793671691671939	0.9817906913633042	-35.512904085925754	0
LAMA3	0.969997905629399	0.9869940333762153	-1.4599999999999937	0
LAMA4	0.841496508338798	0.9869940333762153	14.509999999999991	0
LAMA5	0.20604865584440551	0.950974549754525	18.269999999999996	0
LAMB1	0.8031384083747154	0.9869940333762153	7.790000000000006	0
LAMB2	0.2887257674662301	0.950974549754525	31.430000000000007	0
LAMC1	0.166471054500017	0.950974549754525	29.519999999999996	0
LEG1	0.3320821023941646	0.950974549754525	-11.38000000000001	0
LEG3	0.7985565592300432	0.9869940333762153	-3.8400000000000034	0
LG3BP	0.3579124356972184	0.950974549754525	-61.31	0
LOXL1	0.6776600389849873	0.9869940333762153	-15.539999999999992	0
LOXL3	0.9569986862232973	0.9869940333762153	-1.502314258148857	0
LTBP1	0.6057995818946816	0.9869940333762153	-27.870000000000005	0
LTBP2	0.55413585226993	0.9869940333762153	-31.849999999999994	0
LTBP4	0.27636174629167143	0.950974549754525	-77.82000000000002	0
LUM	0.11207573070492852	0.950974549754525	34.25999999999999	0
LYOX	0.89323419603009	0.9869940333762153	2.469999999999999	0
LYSC	0.5490019465862768	0.9869940333762153	39.02	0
MFAP2	0.22471634448584518	0.950974549754525	-59.209270218783686	0
MFAP4	0.7317633457203407	0.9869940333762153	-20.459999999999994	0
MFAP5	0.09541758449183219	0.950974549754525	63.989999999999995	0
MFGM	0.22275478331473725	0.950974549754525	-70.75	0
MGP	0.5891931584008951	0.9869940333762153	26.690000000000012	0
MIF	0.20113273553243943	0.950974549754525	-82.33	0
MIME	0.3331396655988994	0.950974549754525	16.60000000000001	0
MMRN2	0.37558227365803276	0.950974549754525	31.700000000000003	0
MUC18	0.40824665014714456	0.950974549754525	14.909999999999997	0
NID1	0.1540199234332791	0.950974549754525	49.67	0
NID2	0.4271269460123125	0.9685289180665839	35.760000000000005	0
NOV	0.21594160827735734	0.950974549754525	-82.07765022779095	0
