IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
A1AG1	0.5967012167293563	0.9070161250002087	29.146738074940245	0
A1AT	0.47267559351158717	0.9070161250002087	-0.020000000000010232	0
A1BG	0.06964240479832813	0.8560498369908466	56.760000000000005	0
A2MG	0.8798291600118298	0.9467726830562081	-28.400000000000006	0
A4	0.40567889528505297	0.9070161250002087	-47.93005906831094	0
AACT	0.6501474440948545	0.9070161250002087	77.81000000000002	0
AEBP1	0.7054569861112734	0.9070161250002087	6.904088546764001	0
AGRIN	0.28991845394256976	0.8969352168848251	-18.189999999999998	0
AMBP	0.9397429895770734	0.9542005740321052	15.700000000000003	0
ANGI	0.7054569861112734	0.9070161250002087	-27.340000000000003	0
ANT3	0.6501474440948545	0.9070161250002087	-30.980000000000018	0
ANXA2	0.5967012167293563	0.9070161250002087	-6.36999999999999	0
ANXA5	0.9397429895770734	0.9542005740321052	-50.27000000000001	0
APOA1	1.0	1.0	-9.039999999999992	0
APOA2	0.24132159301718004	0.8969352168848251	-12.86999999999999	0
APOA4	0.5205228832757727	0.9070161250002087	29.89	0
APOC1	0.8798291600118298	0.9467726830562081	-4.459999999999994	0
APOC3	0.8205958397554409	0.9179546682010017	8.650000000000006	0
APOE	0.9397429895770734	0.9542005740321052	25.370000000000005	0
APOH	0.25683925795785656	0.8969352168848251	19.810000000000002	0
ASPN	0.06964240479832813	0.8560498369908466	83.35	0
B2MG	0.3643461266335529	0.9070161250002087	24.61	0
BCAM	0.17361733442494354	0.8814418516958672	38.09	0
BGH3	0.22647606604348625	0.8969352168848251	69.91000000000001	0
CAD13	0.19876460637323512	0.8969352168848251	-19.040000000000006	0
CAN1	0.9397429895770734	0.9542005740321052	2.1999999999999886	0
CATB	0.49629170223109287	0.9070161250002087	29.232202680526697	0
CATD	0.28991845394256976	0.8969352168848251	-18.64	0
CATG	0.7054569861112734	0.9070161250002087	24.669999999999987	0
CCL18	0.17361733442494354	0.8814418516958672	-17.509212529894924	0
CD44	0.15092695006671628	0.8789275327414654	-25.60860048335239	0
CERU	0.1124105846553637	0.8560498369908466	53.53	0
CFAB	0.6501474440948545	0.9070161250002087	34.32950446375466	0
CFAD	0.7054569861112734	0.9070161250002087	29.68186739630565	0
CFAH	0.3643461266335529	0.9070161250002087	14.780000000000001	0
CLUS	1.0	1.0	-23.879999999999995	0
CMA1	0.1305700181157362	0.861762119563859	67.04	0
CNN2	0.49629170223109287	0.9070161250002087	-20.42552665416696	0
CO1A1	0.25683925795785656	0.8969352168848251	14.75	0
CO1A2	0.19876460637323512	0.8969352168848251	15.409999999999997	0
CO2A1	0.28991845394256976	0.8969352168848251	-1.6299999999999955	0
CO3	0.8798291600118298	0.9467726830562081	10.239999999999995	0
CO3A1	0.0493661947519327	0.8560498369908466	44.510000000000005	0
CO4A1	0.6501474440948545	0.9070161250002087	-1.9599999999999937	0
CO4A2	0.7054569861112734	0.9070161250002087	-17.08999999999999	0
CO5A1	0.08209870865427452	0.8560498369908466	24.83	0
CO5A2	0.15092695006671628	0.8789275327414654	23.900000000000006	0
CO5A3	0.15092695006671628	0.8789275327414654	53.842615373033055	0
CO6	0.7623688184698398	0.9093314822712548	44.67999999999999	0
CO6A1	0.5453496680111236	0.9070161250002087	48.06999999999999	0
CO6A2	0.6231762238821174	0.9070161250002087	54.33000000000001	0
CO6A3	0.8205958397554409	0.9179546682010017	47.269999999999996	0
CO8A1	0.28991845394256976	0.8969352168848251	20.17	0
CO8A2	0.3257513544787166	0.9070161250002087	20.519999999999996	0
CO9	0.40567889528505297	0.9070161250002087	39.67	0
COCA1	0.22647606604348625	0.8969352168848251	26.63000000000001	0
COEA1	0.6501474440948545	0.9070161250002087	-0.1700000000000017	0
COFA1	0.1124105846553637	0.8560498369908466	14.180000000000007	0
COGA1	0.6501474440948545	0.9070161250002087	3.5600000000000023	0
COIA1	0.8205958397554409	0.9179546682010017	-46.89	0
COMP	0.7623688184698398	0.9093314822712548	26.070000000000007	0
CRAC1	0.09630369202868826	0.8560498369908466	71.74000000000001	0
CSPG2	0.49629170223109287	0.9070161250002087	-46.44000000000001	0
CTGF	0.19876460637323512	0.8969352168848251	-63.91	0
CYTC	0.8205958397554409	0.9179546682010017	-9.040000000000006	0
DAG1	0.015564411386633814	0.8560498369908466	89.94999999999999	0
DEF1	0.6501474440948545	0.9070161250002087	13.829999999999998	0
DERM	0.06964240479832813	0.8560498369908466	38.11	0
EDIL3	0.3643461266335529	0.9070161250002087	5.910000000000011	0
ELN	0.7337299956962472	0.9093314822712548	-6.289999999999992	0
EMIL1	0.3643461266335529	0.9070161250002087	-9.450000000000003	0
FBLN3	0.25683925795785656	0.8969352168848251	-45.90212539077939	0
FBN1	0.3643461266335529	0.9070161250002087	37.52999999999999	0
FGF2	0.5967012167293563	0.9070161250002087	-13.629999999999995	0
FGL2	0.6501474440948545	0.9070161250002087	-33.13625586080313	0
FHR1	0.7054569861112734	0.9070161250002087	18.14	0
FIBA	0.40567889528505297	0.9070161250002087	-39.630000000000024	0
FIBB	0.9397429895770734	0.9542005740321052	-52.19999999999999	0
FIBG	0.7054569861112734	0.9070161250002087	-62.650000000000006	0
FINC	0.7623688184698398	0.9093314822712548	-26.439999999999998	0
FMOD	0.5453496680111236	0.9070161250002087	-12.11	0
GDF10	0.25683925795785656	0.8969352168848251	106.76000000000002	0
GELS	0.7623688184698398	0.9093314822712548	12.360000000000014	0
HEMO	0.5453496680111236	0.9070161250002087	-1.2199999999999847	0
HPLN1	0.7337299956962472	0.9093314822712548	-30.9	0
HPT	0.5967012167293563	0.9070161250002087	45.81	0
HRG	0.6501474440948545	0.9070161250002087	4.399580997035173	0
HS71B	0.4496917979688909	0.9070161250002087	-16.349999999999994	0
HSP7C	0.7054569861112734	0.9070161250002087	-10.200000000000003	0
HSPB1	0.0493661947519327	0.8560498369908466	-29.629999999999995	0
HSPB6	0.7623688184698398	0.9093314822712548	10.519999999999996	0
