IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
A1AG1	0.3133996956168657	0.9974399772659213	133.22978670637718	0
A1AT	0.9921629075182676	0.9974399772659213	0.27000000000001023	0
A1BG	0.5428125193584799	0.9974399772659213	19.299999999999997	0
A2MG	0.6470722990767073	0.9974399772659213	15.809999999999995	0
A4	0.4542175257689093	0.9974399772659213	-51.21696871177001	0
AACT	0.7527164803012917	0.9974399772659213	7.730000000000004	0
AEBP1	0.5613937984404334	0.9974399772659213	-38.280000000000015	0
AGRIN	0.6804071960154798	0.9974399772659213	7.1499999999999915	0
AMBP	0.4774351719638523	0.9974399772659213	-27.049999999999997	0
ANGI	0.8490678299299002	0.9974399772659213	12.200000000000003	0
ANT3	0.9191938341239172	0.9974399772659213	-3.4399999999999977	0
ANXA2	0.7966067317037766	0.9974399772659213	-9.710000000000008	0
ANXA5	0.2726153858873799	0.9974399772659213	-42.17	0
APOA1	0.5088869314264861	0.9974399772659213	-36.120000000000005	0
APOA2	0.8015282003033183	0.9974399772659213	-11.060000000000002	0
APOA4	0.40494985563838837	0.9974399772659213	-51.459999999999994	0
APOC1	0.2604820423899963	0.9974399772659213	62.860000000000014	0
APOC3	0.5762108603115437	0.9974399772659213	31.49915127420421	0
APOE	0.2836322281933139	0.9974399772659213	-47.929460241621605	0
APOH	0.5431202163402734	0.9974399772659213	19.64999999999999	0
ASPN	0.9181154669149855	0.9974399772659213	7.0400000000000205	0
B2MG	0.6571794534229276	0.9974399772659213	7.560000000000002	0
BCAM	0.39268807334401834	0.9974399772659213	33.49000000000001	0
BGH3	0.9469438818810767	0.9974399772659213	-3.680000000000021	0
CAD13	0.9249568771653558	0.9974399772659213	3.299999999999997	0
CAN1	0.7455466479237128	0.9974399772659213	-5.760000000000005	0
CATB	0.6888617848700556	0.9974399772659213	-17.552556371872882	0
CATD	0.7892043229919068	0.9974399772659213	-18.14999999999999	0
CATG	0.8097071706021132	0.9974399772659213	9.560000000000002	0
CCL18	0.2319591559132634	0.9974399772659213	-61.73569586075452	0
CD44	0.6955593394822135	0.9974399772659213	-13.954284128327131	0
CERU	0.8558454174080914	0.9974399772659213	4.990500947123095	0
CFAB	0.9818626644035169	0.9974399772659213	1.8188176063918888	0
CFAD	0.6499444208618728	0.9974399772659213	-30.707908528519738	0
CFAH	0.8064341449202792	0.9974399772659213	11.030000000000001	0
CLUS	0.5361725949063061	0.9974399772659213	-38.81	0
CMA1	0.2364022395101402	0.9974399772659213	25.239999999999995	0
CNN2	0.5753482882624859	0.9974399772659213	-36.290000000000006	0
CO1A1	0.5292994362211704	0.9974399772659213	24.909999999999997	0
CO1A2	0.32524948362439954	0.9974399772659213	49.31999999999999	0
CO2A1	0.3161277623560609	0.9974399772659213	54.120000000000005	0
CO3	0.986186176157769	0.9974399772659213	0.46999999999999886	0
CO3A1	0.6270950134630238	0.9974399772659213	10.929999999999993	0
CO4A1	0.7232654043518566	0.9974399772659213	11.320000000000007	0
CO4A2	0.6591364361377976	0.9974399772659213	14.189999999999998	0
CO5A1	0.9974399772659213	0.9974399772659213	-0.0800000000000125	0
CO5A2	0.9065024779219639	0.9974399772659213	3.700000000000003	0
CO5A3	0.946517480684482	0.9974399772659213	-3.0727919021845764	0
CO6	0.2999495577992051	0.9974399772659213	-43.97999999999999	0
CO6A1	0.7503072467693204	0.9974399772659213	-21.39	0
CO6A2	0.801275985147931	0.9974399772659213	-19.950000000000017	0
CO6A3	0.6654566816834367	0.9974399772659213	-33.459999999999994	0
CO8A1	0.6603275618789477	0.9974399772659213	19.0	0
CO8A2	0.912176607325272	0.9974399772659213	5.3700000000000045	0
CO9	0.1463676300697849	0.9974399772659213	-101.11	0
COCA1	0.525601667454414	0.9974399772659213	35.750000000000014	0
COEA1	0.3582137925706147	0.9974399772659213	-34.13000000000001	0
COFA1	0.42839408839397064	0.9974399772659213	-17.52000000000001	0
COGA1	0.6136068148150038	0.9974399772659213	21.47999999999999	0
COIA1	0.5082592938644732	0.9974399772659213	-19.980000000000004	0
COMP	0.759377103551776	0.9974399772659213	-23.781381185861946	0
CRAC1	0.9506309802770034	0.9974399772659213	1.5600000000000023	0
CSPG2	0.15616353181952555	0.9974399772659213	-74.09	0
CTGF	0.7761578720383859	0.9974399772659213	-11.200000000000003	0
CYTC	0.9685661463690938	0.9974399772659213	1.2800000000000011	0
DAG1	0.9135682608490333	0.9974399772659213	1.9200000000000017	0
DEF1	0.14088084925358474	0.9974399772659213	-55.97	0
DERM	0.6825120496411696	0.9974399772659213	5.060000000000002	0
EDIL3	0.6671828372334128	0.9974399772659213	-29.34814596640527	0
ELN	0.25473413890604824	0.9974399772659213	-39.55	0
EMIL1	0.1613545604375062	0.9974399772659213	-26.53	0
FBLN3	0.47940313386559896	0.9974399772659213	-49.260000000000005	0
FBN1	0.4430319245119584	0.9974399772659213	-29.139999999999986	0
FGF2	0.22854392604605694	0.9974399772659213	-44.31	0
FGL2	0.2423146971976434	0.9974399772659213	-78.70056162049747	0
FHR1	0.5581327388573543	0.9974399772659213	-37.11	0
FIBA	0.9055728123683767	0.9974399772659213	-2.509999999999998	0
FIBB	0.6990166109752813	0.9974399772659213	-6.68	0
FIBG	0.5450526208158988	0.9974399772659213	-10.560000000000002	0
FINC	0.10142809353263574	0.9974399772659213	-23.519999999999996	0
FMOD	0.8217948253798042	0.9974399772659213	-7.709999999999994	0
GDF10	0.6921833713162844	0.9974399772659213	-14.400000000000006	0
GELS	0.7848056076883677	0.9974399772659213	-8.459999999999994	0
HEMO	0.8872890333223856	0.9974399772659213	7.920000000000002	0
HPLN1	0.8189723600764477	0.9974399772659213	-28.560000000000002	0
HPT	0.4108417702478695	0.9974399772659213	41.260000000000005	0
HRG	0.8225598251955839	0.9974399772659213	14.529999999999987	0
HS71B	0.335089709736319	0.9974399772659213	43.219999999999985	0
HSP7C	0.5677833293739016	0.9974399772659213	-14.949999999999989	0
HSPB1	0.4655257528524954	0.9974399772659213	-18.560000000000002	0
HSPB6	0.9261427109831392	0.9974399772659213	2.5600000000000023	0
HTRA1	0.856246046026808	0.9974399772659213	-10.86999999999999	0
IBP5	0.5756313865080117	0.9974399772659213	-18.39	0
IBP7	0.7496031973034873	0.9974399772659213	-24.319999999999993	0
IC1	0.5526985713043009	0.9974399772659213	-31.006894565711818	0
IGHA1	0.6513327490864522	0.9974399772659213	-23.27000000000001	0
IGHG1	0.8429103043646975	0.9974399772659213	-7.820000000000007	0
IGHG2	0.947670571967207	0.9974399772659213	4.129999999999981	0
IGHG3	0.8644543073919093	0.9974399772659213	-9.259999999999991	0
IGHG4	0.26087216089219006	0.9974399772659213	58.13000000000001	0
IGKC	0.7455049446773333	0.9974399772659213	12.010000000000005	0
IGLL5	0.8154981342761082	0.9974399772659213	-11.990000000000009	0
ILEU	0.8773360271689441	0.9974399772659213	4.218294047938016	0
ITIH1	0.21652132153888223	0.9974399772659213	-57.49000000000001	0
ITIH2	0.2644867108393314	0.9974399772659213	-43.75999999999999	0
ITIH5	0.09241810652535644	0.9974399772659213	-62.45971520847488	0
