IDs	Initial Pvalue	Adjusted Pvalue	Fold Change	Standard Deviation of Fold Changes
A1AG1	0.3846730627355087	0.9374529077183364	-87.80652478131742	0
A1AT	0.8205958397554409	0.944639396927775	30.78	0
A1BG	0.1305700181157362	0.9374529077183364	-42.31	0
A2MG	0.17361733442494354	0.9374529077183364	67.63000000000001	0
A4	0.25683925795785656	0.9374529077183364	41.71696871177001	0
AACT	0.5453496680111236	0.9374529077183364	14.789999999999992	0
AEBP1	0.6501474440948545	0.9374529077183364	-13.138496253535365	0
AGRIN	0.28991845394256976	0.9374529077183364	24.30000000000001	0
AMBP	1.0	1.0	-0.3400000000000034	0
ANGI	0.8205958397554409	0.944639396927775	24.710000000000008	0
ANT3	0.25683925795785656	0.9374529077183364	76.39000000000001	0
ANXA2	0.9397429895770734	0.964088662882179	-15.25	0
ANXA5	0.1305700181157362	0.9374529077183364	84.16000000000001	0
APOA1	0.7913367801006604	0.944639396927775	33.239999999999995	0
APOA2	0.8798291600118298	0.9571767784744082	7.689999999999998	0
APOA4	0.8501067391385259	0.9571767784744082	5.859999999999999	0
APOC1	0.8205958397554409	0.944639396927775	-40.390000000000015	0
APOC3	0.6501474440948545	0.9374529077183364	-34.94915127420421	0
APOE	0.1124105846553637	0.9374529077183364	67.38999999999999	0
APOH	0.3257513544787166	0.9374529077183364	-25.39999999999999	0
ASPN	0.17361733442494354	0.9374529077183364	-74.51	0
B2MG	0.8798291600118298	0.9571767784744082	13.200000000000003	0
BCAM	0.4496917979688909	0.9374529077183364	-29.700000000000003	0
BGH3	0.28991845394256976	0.9374529077183364	-36.41999999999999	0
CAD13	0.22647606604348625	0.9374529077183364	49.769999999999996	0
CAN1	0.40567889528505297	0.9374529077183364	17.290000000000006	0
CATB	0.7054569861112734	0.9374529077183364	-16.38964630865381	0
CATD	0.5453496680111236	0.9374529077183364	-6.430000000000007	0
CATG	0.5967012167293563	0.9374529077183364	-5.809999999999988	0
CCL18	0.05878172135535886	0.9374529077183364	79.89569586075451	0
CD44	0.04125001659393949	0.9374529077183364	53.634284128327124	0
CERU	0.19876460637323512	0.9374529077183364	23.409499052876896	0
CFAB	0.9397429895770734	0.964088662882179	-40.409622920115694	0
CFAD	0.3257513544787166	0.9374529077183364	15.53813260369435	0
CFAH	0.3643461266335529	0.9374529077183364	-1.0400000000000063	0
CLUS	0.5967012167293563	0.9374529077183364	41.47	0
CMA1	0.5453496680111236	0.9374529077183364	-7.670000000000002	0
CNN2	0.6231762238821174	0.9374529077183364	-18.53	0
CO1A1	0.3257513544787166	0.9374529077183364	-29.75	0
CO1A2	0.17361733442494354	0.9374529077183364	-57.739999999999995	0
CO2A1	0.28991845394256976	0.9374529077183364	-55.81	0
CO3	0.8798291600118298	0.9571767784744082	25.63000000000001	0
